,Id,SalePrice
0,1461,116204.20946766782
1,1462,163171.0915036454
2,1463,177482.2795478885
3,1464,180744.49506228618
4,1465,196212.51234661418
5,1466,168574.20090120405
6,1467,178240.3613758061
7,1468,152405.89111616483
8,1469,200302.83967776844
9,1470,105578.60412915447
10,1471,203854.6926939486
11,1472,93193.02211679268
12,1473,91013.39837592264
13,1474,149659.58635150944
14,1475,111855.6933942814
15,1476,357816.6101684178
16,1477,254388.13899711237
17,1478,273926.0198408514
18,1479,278855.0759751935
19,1480,467308.86155750684
20,1481,285321.93293561356
21,1482,200560.50245777363
22,1483,182011.6286662854
23,1484,157969.45098588886
24,1485,191011.20471290333
25,1486,207790.41148250896
26,1487,295979.412537802
27,1488,229806.48932602393
28,1489,203030.18739448886
29,1490,244844.9364485281
30,1491,200368.37611486428
31,1492,90772.35589710882
32,1493,143358.49859097993
33,1494,310546.0799447964
34,1495,273817.6403321341
35,1496,245632.08987658637
36,1497,176055.36791934556
37,1498,166176.23149298315
38,1499,159856.0420931897
39,1500,144902.09557691566
40,1501,215198.13767665208
41,1502,133535.30129560485
42,1503,298193.6621559097
43,1504,230930.1204432123
44,1505,222050.22619531208
45,1506,193657.5041168638
46,1507,274296.45672218455
47,1508,210696.25738201526
48,1509,155984.1615647544
49,1510,146691.70511801154
50,1511,168839.53651898287
51,1512,194645.66716144976
52,1513,152136.98712855726
53,1514,178247.18709366198
54,1515,230122.30986836492
55,1516,165258.95522145435
56,1517,171624.7868421415
57,1518,119776.4497385544
58,1519,240008.76351340962
59,1520,130128.02158623966
60,1521,142006.65170763686
61,1522,201982.9338670754
62,1523,104259.74690867704
63,1524,133460.08210769173
64,1525,121112.93260435874
65,1526,112970.52309024418
66,1527,98199.97648607826
67,1528,128174.19411455595
68,1529,167276.47690326674
69,1530,192259.97483092183
70,1531,128858.06580232043
71,1532,96325.715441087
72,1533,168036.21215798176
73,1534,142893.3029703907
74,1535,159560.16579817902
75,1536,97234.62767953996
76,1537,52689.509839616396
77,1538,163644.00051167046
78,1539,229983.4281272336
79,1540,132182.0032347902
80,1541,145715.87348846137
81,1542,146979.31563264324
82,1543,207363.3082955346
83,1544,78203.11590580508
84,1545,117410.8790428465
85,1546,126733.91484106838
86,1547,145829.11496829425
87,1548,144501.66868472358
88,1549,115954.8758615646
89,1550,135813.3481207698
90,1551,124607.52462513975
91,1552,154241.43207598422
92,1553,170741.76992880963
93,1554,113734.38140669864
94,1555,176063.01633312754
95,1556,78258.18456425899
96,1557,149052.97422885388
97,1558,103152.89314008926
98,1559,63134.13342030419
99,1560,126909.06725397773
100,1561,142695.80423180744
101,1562,118241.65118719958
102,1563,121703.30869968093
103,1564,165891.40228263556
104,1565,139029.68607101068
105,1566,240290.6955948335
106,1567,73897.45009966215
107,1568,228791.0602440913
108,1569,142133.84415613086
109,1570,131183.51035323433
110,1571,103853.26009714958
111,1572,151605.19022835212
112,1573,280778.1979185579
113,1574,128066.2332875751
114,1575,234145.38125631338
115,1576,247166.7736949148
116,1577,186865.7038214984
117,1578,157433.91191777342
118,1579,131909.72003266698
119,1580,187398.25582689286
120,1581,153455.80255273977
121,1582,121200.55601936005
122,1583,316789.5809357418
123,1584,229339.7720031911
124,1585,149116.84987508346
125,1586,32712.948724406873
126,1587,112300.10011982021
127,1588,162868.42285054273
128,1589,114987.15441254264
129,1590,131324.46640499335
130,1591,99122.36573967958
131,1592,130035.29452010116
132,1593,125454.60219628003
133,1594,134954.525097201
134,1595,113401.51231810322
135,1596,230572.53376734714
136,1597,180831.51577814308
137,1598,192047.1825234849
138,1599,193611.92804050664
139,1600,180257.50697491274
140,1601,51241.57921614415
141,1602,124920.73405340445
142,1603,50696.177506548935
143,1604,262700.5680621711
144,1605,248165.69832258605
145,1606,161108.66164094993
146,1607,167972.72644932402
147,1608,200197.10311273093
148,1609,203136.753606318
149,1610,144270.2952778954
150,1611,133152.3978904603
151,1612,182923.66017132666
152,1613,160547.04391051174
153,1614,120496.42125498905
154,1615,86640.75898850427
155,1616,65103.06402600487
156,1617,76948.18852682391
157,1618,119874.64464599258
158,1619,147641.09955314817
159,1620,168240.84056283347
160,1621,142869.92873134758
161,1622,135272.02432200982
162,1623,264811.57459268963
163,1624,231265.6315656094
164,1625,130372.04758949974
165,1626,174774.3521606462
166,1627,187187.3116356636
167,1628,283689.7051706881
168,1629,174178.67274933457
169,1630,364044.45550703176
170,1631,209218.94734790173
171,1632,237006.49108063153
172,1633,178305.62367578893
173,1634,182498.15691619233
174,1635,173934.17287180023
175,1636,138743.0796472937
176,1637,196091.87108730586
177,1638,185929.31524506054
178,1639,181575.06923959558
179,1640,268173.188281746
180,1641,184334.69892398632
181,1642,246161.79087300602
182,1643,202402.9147094649
183,1644,221813.94156012996
184,1645,233361.7950853541
185,1646,146978.28320406275
186,1647,147114.92866803324
187,1648,125802.52043693812
188,1649,122438.41264912588
189,1650,102876.07955535525
190,1651,103085.70551050873
191,1652,92788.74362017267
192,1653,96967.5549432878
193,1654,154131.4997747701
194,1655,142086.72728535792
195,1656,143504.94556988156
196,1657,155712.75516887434
197,1658,154159.0282160938
198,1659,119858.17852944921
199,1660,148542.6660416907
200,1661,419038.7576955401
201,1662,370573.03530206904
202,1663,373521.4920019191
203,1664,476982.3091295501
204,1665,307325.6158938884
205,1666,305372.6096097443
206,1667,345769.89388617256
207,1668,334154.6060415495
208,1669,292805.6181178412
209,1670,339932.2099650868
210,1671,271088.2154121151
211,1672,405091.4997527513
212,1673,286862.84016204346
213,1674,243784.03500588887
214,1675,208736.68951716475
215,1676,207161.378484197
216,1677,217512.15060928024
217,1678,478189.27649869735
218,1679,356067.75267004536
219,1680,330951.7090637088
220,1681,260984.12710220335
221,1682,291800.0391412311
222,1683,187897.1253018763
223,1684,178890.6842542419
224,1685,176934.74140399185
225,1686,158644.1247234307
226,1687,181212.02496778202
227,1688,196335.8474714211
228,1689,193947.21525697559
229,1690,198684.76223589634
230,1691,180809.50112057605
231,1692,258268.90950626435
232,1693,184979.34249315047
233,1694,168422.63621686195
234,1695,165653.46776123985
235,1696,268078.8685282292
236,1697,163903.70711694748
237,1698,329909.5367484996
238,1699,317017.1246619264
239,1700,248733.02825908028
240,1701,270514.88846708194
241,1702,238477.5180533364
242,1703,222151.3462743692
243,1704,287275.61400938046
244,1705,240096.45841354967
245,1706,371124.1755318955
246,1707,217059.75852295148
247,1708,197673.67367642003
248,1709,252673.5240563317
249,1710,220192.9906781311
250,1711,255951.59868583563
251,1712,258339.6359824113
252,1713,276378.96276289586
253,1714,218847.3469854852
254,1715,197266.09438561017
255,1716,191290.8766925947
256,1717,172756.15429948096
257,1718,144575.079721259
258,1719,223385.56879344754
259,1720,238384.39065529898
260,1721,156909.43577314238
261,1722,115131.64223908717
262,1723,143207.63659626798
263,1724,223340.6203104912
264,1725,239271.0400830121
265,1726,195124.2407433708
266,1727,177805.35119786827
267,1728,162586.22892404822
268,1729,161705.533854024
269,1730,153320.8843223453
270,1731,117058.56744985105
271,1732,122796.08961291215
272,1733,117113.55207371013
273,1734,117044.08429632237
274,1735,104364.9649889805
275,1736,83384.09242111663
276,1737,292313.44051722833
277,1738,232068.30887777204
278,1739,287905.4279640262
279,1740,237359.4512238863
280,1741,206423.26825612006
281,1742,183378.38971913513
282,1743,173436.1246722128
283,1744,340122.92618460907
284,1745,241382.381282824
285,1746,190485.92272029442
286,1747,220352.7507132232
287,1748,226238.665234133
288,1749,144653.8618926036
289,1750,131701.29908307325
290,1751,251076.99616395924
291,1752,107305.25891057221
292,1753,156256.8204423893
293,1754,191682.80679724467
294,1755,180099.10722036628
295,1756,132456.15466756056
296,1757,115440.02792809592
297,1758,141833.59172786018
298,1759,159738.34825600713
299,1760,164644.48054103242
300,1761,167590.23747123606
301,1762,183237.20639973503
302,1763,176713.20320701526
303,1764,108237.43837964124
304,1765,215199.2768948874
305,1766,199139.44444845422
306,1767,243382.66044990244
307,1768,149275.6341051218
308,1769,155570.4622584215
309,1770,161115.17257110486
310,1771,117246.35778611261
311,1772,149192.837189337
312,1773,105919.60157080632
313,1774,167122.80741434684
314,1775,138545.98552603435
315,1776,135296.5837151574
316,1777,122623.02098876284
317,1778,159377.21436588443
318,1779,128700.36501917642
319,1780,154546.02445934247
320,1781,122716.63567787464
321,1782,68662.53919342568
322,1783,129273.47364471052
323,1784,114688.3781728654
324,1785,133686.44809027237
325,1786,130468.01388262786
326,1787,156699.0855635443
327,1788,61234.58450001848
328,1789,106842.26863846663
329,1790,56134.28166892464
330,1791,203874.13791170195
331,1792,169412.50883849492
332,1793,136562.81340610297
333,1794,179946.7688440612
334,1795,142765.04086189397
335,1796,124689.2359624654
336,1797,119529.61951404178
337,1798,115749.32883046172
338,1799,108381.18562385681
339,1800,135853.9075701277
340,1801,110150.7449135583
341,1802,107441.8516425383
342,1803,161509.2236598
343,1804,137456.36970656316
344,1805,141026.22787389465
345,1806,140259.55387938156
346,1807,161127.40362063848
347,1808,122138.76471540678
348,1809,133717.15276942888
349,1810,145546.1511921824
350,1811,112310.47683251218
351,1812,122663.15667701079
352,1813,125877.52382477382
353,1814,107639.54952438673
354,1815,28584.768222260172
355,1816,111420.23587004791
356,1817,127784.0474321967
357,1818,175021.39433874824
358,1819,123101.59432051418
359,1820,32906.03646189987
360,1821,116203.63732322602
361,1822,153918.94404382815
362,1823,31102.783060106594
363,1824,148271.32869775058
364,1825,138642.22946768923
365,1826,88324.50983082727
366,1827,94962.307353085
367,1828,141215.68523963925
368,1829,130373.75956394413
369,1830,161528.72531731758
370,1831,157934.064887572
371,1832,102928.09332831486
372,1833,139086.69824129844
373,1834,114624.2867260378
374,1835,120749.86964507448
375,1836,139654.41507322076
376,1837,100070.08200896173
377,1838,118090.97467240086
378,1839,101841.22508953814
379,1840,154325.70119887913
380,1841,122079.64128507869
381,1842,78655.00956591003
382,1843,123587.088185681
383,1844,114574.70256025152
384,1845,138484.04617450558
385,1846,139398.4859799289
386,1847,167702.6232082355
387,1848,37282.97775494421
388,1849,112155.41760371637
389,1850,120192.7317368474
390,1851,168494.81082671758
391,1852,110657.72243684845
392,1853,137292.40158919073
393,1854,177627.88774505054
394,1855,154292.90620049086
395,1856,224332.2778475232
396,1857,140798.29503421357
397,1858,141048.890003408
398,1859,108226.49646797829
399,1860,141741.2216242596
400,1861,109056.86763784275
401,1862,261069.0480143562
402,1863,250390.2908343683
403,1864,250409.29592028316
404,1865,364833.2818166305
405,1866,335372.6650459481
406,1867,225075.47001808163
407,1868,309554.9367545764
408,1869,218686.1057888034
409,1870,228547.27224450986
410,1871,237933.28036890525
411,1872,176441.7311169928
412,1873,258021.30332161128
413,1874,125314.02401965266
414,1875,176674.0904511439
415,1876,187921.41174626196
416,1877,217700.97491805404
417,1878,194336.4573829137
418,1879,126917.37891268983
419,1880,125717.78593479827
420,1881,260308.13084241553
421,1882,254369.56148582042
422,1883,192982.22199011254
423,1884,209970.41507583568
424,1885,241790.00802566137
425,1886,283859.3167012386
426,1887,225906.29222327608
427,1888,276905.18206506025
428,1889,172899.61474846862
429,1890,98134.5609945441
430,1891,77692.21168034914
431,1892,107908.91407765856
432,1893,145761.76499599416
433,1894,115396.46301018135
434,1895,145338.01967468843
435,1896,133328.56575592558
436,1897,111493.61123977293
437,1898,104470.02044517276
438,1899,152237.77746796777
439,1900,140283.2828429112
440,1901,167621.19166618795
441,1902,167985.83852625985
442,1903,208248.72981240504
443,1904,121811.62287660368
444,1905,192696.07501337127
445,1906,134879.92266509397
446,1907,226927.31783925628
447,1908,103343.1010950637
448,1909,132890.64947529053
449,1910,116705.95405225526
450,1911,207838.23877869433
451,1912,305683.2220352477
452,1913,170598.46761786594
453,1914,25208.05672641308
454,1915,332658.12393614685
455,1916,33894.29550534177
456,1917,271079.5149108124
457,1918,128280.40246723488
458,1919,176823.03615799095
459,1920,167964.32931669202
460,1921,402008.9519798226
461,1922,337410.45503024093
462,1923,254648.6338737353
463,1924,211922.94097946308
464,1925,217574.12827531566
465,1926,398239.01338046265
466,1927,131721.43155811858
467,1928,156864.39549223435
468,1929,131049.55300602442
469,1930,128639.55421110801
470,1931,140270.16768212678
471,1932,132554.4847124896
472,1933,177103.0327263271
473,1934,173299.68832064013
474,1935,161773.62771664516
475,1936,188243.20985746093
476,1937,170842.91764522428
477,1938,177117.48877818152
478,1939,240254.61339736267
479,1940,191607.94017102025
480,1941,157040.7633141149
481,1942,179998.74102826355
482,1943,202092.97640970044
483,1944,314790.45956558245
484,1945,364772.48874479614
485,1946,136291.09043379975
486,1947,255491.0321796967
487,1948,164179.3687268827
488,1949,251774.6389653009
489,1950,199695.76135705863
490,1951,283715.5038995448
491,1952,235019.88758186568
492,1953,191984.27339138594
493,1954,185537.1807007666
494,1955,132274.9069529155
495,1956,275427.90522691305
496,1957,154629.41722486747
497,1958,294744.05126964755
498,1959,137640.089375962
499,1960,94126.39402833694
500,1961,123917.35421685164
501,1962,92606.37546902645
502,1963,110155.14250246249
503,1964,98620.810099922
504,1965,142465.13218302853
505,1966,144321.66741633593
506,1967,299585.4412794644
507,1968,398543.16583552386
508,1969,368861.18001802417
509,1970,373732.2932480483
510,1971,424532.99071396736
511,1972,363057.8419785361
512,1973,283239.2419806764
513,1974,318598.7337220474
